F:\New folder\IMG\center_2019_01_22_18_03_03_097.jpg,F:\New folder\IMG\left_2019_01_22_18_03_03_097.jpg,F:\New folder\IMG\right_2019_01_22_18_03_03_097.jpg,0,1,0,21.24131
F:\New folder\IMG\center_2019_01_22_18_03_03_163.jpg,F:\New folder\IMG\left_2019_01_22_18_03_03_163.jpg,F:\New folder\IMG\right_2019_01_22_18_03_03_163.jpg,0,1,0,21.77916
F:\New folder\IMG\center_2019_01_22_18_03_03_231.jpg,F:\New folder\IMG\left_2019_01_22_18_03_03_231.jpg,F:\New folder\IMG\right_2019_01_22_18_03_03_231.jpg,0,1,0,22.4166
F:\New folder\IMG\center_2019_01_22_18_03_03_298.jpg,F:\New folder\IMG\left_2019_01_22_18_03_03_298.jpg,F:\New folder\IMG\right_2019_01_22_18_03_03_298.jpg,0,1,0,23.19539
F:\New folder\IMG\center_2019_01_22_18_03_03_367.jpg,F:\New folder\IMG\left_2019_01_22_18_03_03_367.jpg,F:\New folder\IMG\right_2019_01_22_18_03_03_367.jpg,0,1,0,23.77032
F:\New folder\IMG\center_2019_01_22_18_03_03_435.jpg,F:\New folder\IMG\left_2019_01_22_18_03_03_435.jpg,F:\New folder\IMG\right_2019_01_22_18_03_03_435.jpg,0,1,0,24.54886
F:\New folder\IMG\center_2019_01_22_18_03_03_502.jpg,F:\New folder\IMG\left_2019_01_22_18_03_03_502.jpg,F:\New folder\IMG\right_2019_01_22_18_03_03_502.jpg,0,1,0,25.12847
F:\New folder\IMG\center_2019_01_22_18_03_03_571.jpg,F:\New folder\IMG\left_2019_01_22_18_03_03_571.jpg,F:\New folder\IMG\right_2019_01_22_18_03_03_571.jpg,0,1,0,25.70263
F:\New folder\IMG\center_2019_01_22_18_03_03_638.jpg,F:\New folder\IMG\left_2019_01_22_18_03_03_638.jpg,F:\New folder\IMG\right_2019_01_22_18_03_03_638.jpg,0,1,0,26.46317
F:\New folder\IMG\center_2019_01_22_18_03_03_705.jpg,F:\New folder\IMG\left_2019_01_22_18_03_03_705.jpg,F:\New folder\IMG\right_2019_01_22_18_03_03_705.jpg,0,1,0,27.02971
F:\New folder\IMG\center_2019_01_22_18_03_03_774.jpg,F:\New folder\IMG\left_2019_01_22_18_03_03_774.jpg,F:\New folder\IMG\right_2019_01_22_18_03_03_774.jpg,0,1,0,27.77945
F:\New folder\IMG\center_2019_01_22_18_03_03_842.jpg,F:\New folder\IMG\left_2019_01_22_18_03_03_842.jpg,F:\New folder\IMG\right_2019_01_22_18_03_03_842.jpg,0,1,0,28.33792
F:\New folder\IMG\center_2019_01_22_18_03_03_908.jpg,F:\New folder\IMG\left_2019_01_22_18_03_03_908.jpg,F:\New folder\IMG\right_2019_01_22_18_03_03_908.jpg,0,1,0,28.8931
F:\New folder\IMG\center_2019_01_22_18_03_03_976.jpg,F:\New folder\IMG\left_2019_01_22_18_03_03_976.jpg,F:\New folder\IMG\right_2019_01_22_18_03_03_976.jpg,0,1,0,29.62798
F:\New folder\IMG\center_2019_01_22_18_03_04_048.jpg,F:\New folder\IMG\left_2019_01_22_18_03_04_048.jpg,F:\New folder\IMG\right_2019_01_22_18_03_04_048.jpg,0,1,0,30.17531
F:\New folder\IMG\center_2019_01_22_18_03_04_121.jpg,F:\New folder\IMG\left_2019_01_22_18_03_04_121.jpg,F:\New folder\IMG\right_2019_01_22_18_03_04_121.jpg,0,1,0,30.19006
F:\New folder\IMG\center_2019_01_22_18_03_04_188.jpg,F:\New folder\IMG\left_2019_01_22_18_03_04_188.jpg,F:\New folder\IMG\right_2019_01_22_18_03_04_188.jpg,0.15,1,0,30.18443
F:\New folder\IMG\center_2019_01_22_18_03_04_260.jpg,F:\New folder\IMG\left_2019_01_22_18_03_04_260.jpg,F:\New folder\IMG\right_2019_01_22_18_03_04_260.jpg,0.35,1,0,30.16342
F:\New folder\IMG\center_2019_01_22_18_03_04_328.jpg,F:\New folder\IMG\left_2019_01_22_18_03_04_328.jpg,F:\New folder\IMG\right_2019_01_22_18_03_04_328.jpg,0.5000001,1,0,30.14705
F:\New folder\IMG\center_2019_01_22_18_03_04_400.jpg,F:\New folder\IMG\left_2019_01_22_18_03_04_400.jpg,F:\New folder\IMG\right_2019_01_22_18_03_04_400.jpg,0.7,1,0,29.84898
F:\New folder\IMG\center_2019_01_22_18_03_04_467.jpg,F:\New folder\IMG\left_2019_01_22_18_03_04_467.jpg,F:\New folder\IMG\right_2019_01_22_18_03_04_467.jpg,0.8500001,1,0,30.1116
F:\New folder\IMG\center_2019_01_22_18_03_04_540.jpg,F:\New folder\IMG\left_2019_01_22_18_03_04_540.jpg,F:\New folder\IMG\right_2019_01_22_18_03_04_540.jpg,1,1,0,27.96598
F:\New folder\IMG\center_2019_01_22_18_03_04_612.jpg,F:\New folder\IMG\left_2019_01_22_18_03_04_612.jpg,F:\New folder\IMG\right_2019_01_22_18_03_04_612.jpg,0,1,0,27.67706
F:\New folder\IMG\center_2019_01_22_18_03_04_685.jpg,F:\New folder\IMG\left_2019_01_22_18_03_04_685.jpg,F:\New folder\IMG\right_2019_01_22_18_03_04_685.jpg,0,1,0,27.45208
F:\New folder\IMG\center_2019_01_22_18_03_04_756.jpg,F:\New folder\IMG\left_2019_01_22_18_03_04_756.jpg,F:\New folder\IMG\right_2019_01_22_18_03_04_756.jpg,0,1,0,27.2821
F:\New folder\IMG\center_2019_01_22_18_03_04_827.jpg,F:\New folder\IMG\left_2019_01_22_18_03_04_827.jpg,F:\New folder\IMG\right_2019_01_22_18_03_04_827.jpg,0,1,0,27.1759
F:\New folder\IMG\center_2019_01_22_18_03_04_898.jpg,F:\New folder\IMG\left_2019_01_22_18_03_04_898.jpg,F:\New folder\IMG\right_2019_01_22_18_03_04_898.jpg,0.15,1,0,27.14716
F:\New folder\IMG\center_2019_01_22_18_03_04_969.jpg,F:\New folder\IMG\left_2019_01_22_18_03_04_969.jpg,F:\New folder\IMG\right_2019_01_22_18_03_04_969.jpg,0.3,1,0,27.30663
F:\New folder\IMG\center_2019_01_22_18_03_05_040.jpg,F:\New folder\IMG\left_2019_01_22_18_03_05_040.jpg,F:\New folder\IMG\right_2019_01_22_18_03_05_040.jpg,0,1,0,27.3774
F:\New folder\IMG\center_2019_01_22_18_03_05_113.jpg,F:\New folder\IMG\left_2019_01_22_18_03_05_113.jpg,F:\New folder\IMG\right_2019_01_22_18_03_05_113.jpg,0,1,0,27.60965
F:\New folder\IMG\center_2019_01_22_18_03_05_185.jpg,F:\New folder\IMG\left_2019_01_22_18_03_05_185.jpg,F:\New folder\IMG\right_2019_01_22_18_03_05_185.jpg,0,1,0,28.33565
F:\New folder\IMG\center_2019_01_22_18_03_05_257.jpg,F:\New folder\IMG\left_2019_01_22_18_03_05_257.jpg,F:\New folder\IMG\right_2019_01_22_18_03_05_257.jpg,0,1,0,28.81636
F:\New folder\IMG\center_2019_01_22_18_03_05_325.jpg,F:\New folder\IMG\left_2019_01_22_18_03_05_325.jpg,F:\New folder\IMG\right_2019_01_22_18_03_05_325.jpg,0,1,0,29.09634
F:\New folder\IMG\center_2019_01_22_18_03_05_393.jpg,F:\New folder\IMG\left_2019_01_22_18_03_05_393.jpg,F:\New folder\IMG\right_2019_01_22_18_03_05_393.jpg,-0.1,1,0,29.23022
F:\New folder\IMG\center_2019_01_22_18_03_05_463.jpg,F:\New folder\IMG\left_2019_01_22_18_03_05_463.jpg,F:\New folder\IMG\right_2019_01_22_18_03_05_463.jpg,-0.3,1,0,29.19825
F:\New folder\IMG\center_2019_01_22_18_03_05_534.jpg,F:\New folder\IMG\left_2019_01_22_18_03_05_534.jpg,F:\New folder\IMG\right_2019_01_22_18_03_05_534.jpg,-0.5000001,1,0,29.40405
F:\New folder\IMG\center_2019_01_22_18_03_05_607.jpg,F:\New folder\IMG\left_2019_01_22_18_03_05_607.jpg,F:\New folder\IMG\right_2019_01_22_18_03_05_607.jpg,-0.6500001,1,0,29.56129
F:\New folder\IMG\center_2019_01_22_18_03_05_675.jpg,F:\New folder\IMG\left_2019_01_22_18_03_05_675.jpg,F:\New folder\IMG\right_2019_01_22_18_03_05_675.jpg,-0.8500001,1,0,29.60684
F:\New folder\IMG\center_2019_01_22_18_03_05_742.jpg,F:\New folder\IMG\left_2019_01_22_18_03_05_742.jpg,F:\New folder\IMG\right_2019_01_22_18_03_05_742.jpg,-1,1,0,29.28498
F:\New folder\IMG\center_2019_01_22_18_03_05_809.jpg,F:\New folder\IMG\left_2019_01_22_18_03_05_809.jpg,F:\New folder\IMG\right_2019_01_22_18_03_05_809.jpg,0,1,0,29.81507
F:\New folder\IMG\center_2019_01_22_18_03_05_879.jpg,F:\New folder\IMG\left_2019_01_22_18_03_05_879.jpg,F:\New folder\IMG\right_2019_01_22_18_03_05_879.jpg,0,1,0,29.39744
F:\New folder\IMG\center_2019_01_22_18_03_05_945.jpg,F:\New folder\IMG\left_2019_01_22_18_03_05_945.jpg,F:\New folder\IMG\right_2019_01_22_18_03_05_945.jpg,0,1,0,29.61764
F:\New folder\IMG\center_2019_01_22_18_03_06_013.jpg,F:\New folder\IMG\left_2019_01_22_18_03_06_013.jpg,F:\New folder\IMG\right_2019_01_22_18_03_06_013.jpg,0,1,0,29.53883
F:\New folder\IMG\center_2019_01_22_18_03_06_085.jpg,F:\New folder\IMG\left_2019_01_22_18_03_06_085.jpg,F:\New folder\IMG\right_2019_01_22_18_03_06_085.jpg,0,1,0,29.47684
F:\New folder\IMG\center_2019_01_22_18_03_06_152.jpg,F:\New folder\IMG\left_2019_01_22_18_03_06_152.jpg,F:\New folder\IMG\right_2019_01_22_18_03_06_152.jpg,0,1,0,29.53385
F:\New folder\IMG\center_2019_01_22_18_03_06_224.jpg,F:\New folder\IMG\left_2019_01_22_18_03_06_224.jpg,F:\New folder\IMG\right_2019_01_22_18_03_06_224.jpg,0,1,0,30.28072
F:\New folder\IMG\center_2019_01_22_18_03_06_296.jpg,F:\New folder\IMG\left_2019_01_22_18_03_06_296.jpg,F:\New folder\IMG\right_2019_01_22_18_03_06_296.jpg,0.2,1,0,30.21802
F:\New folder\IMG\center_2019_01_22_18_03_06_367.jpg,F:\New folder\IMG\left_2019_01_22_18_03_06_367.jpg,F:\New folder\IMG\right_2019_01_22_18_03_06_367.jpg,0.35,1,0,30.19787
F:\New folder\IMG\center_2019_01_22_18_03_06_440.jpg,F:\New folder\IMG\left_2019_01_22_18_03_06_440.jpg,F:\New folder\IMG\right_2019_01_22_18_03_06_440.jpg,0.5500001,1,0,30.17452
F:\New folder\IMG\center_2019_01_22_18_03_06_507.jpg,F:\New folder\IMG\left_2019_01_22_18_03_06_507.jpg,F:\New folder\IMG\right_2019_01_22_18_03_06_507.jpg,0.7,1,0,30.15342
F:\New folder\IMG\center_2019_01_22_18_03_06_575.jpg,F:\New folder\IMG\left_2019_01_22_18_03_06_575.jpg,F:\New folder\IMG\right_2019_01_22_18_03_06_575.jpg,0.9000002,1,0,30.17637
F:\New folder\IMG\center_2019_01_22_18_03_06_646.jpg,F:\New folder\IMG\left_2019_01_22_18_03_06_646.jpg,F:\New folder\IMG\right_2019_01_22_18_03_06_646.jpg,1,1,0,30.18924
F:\New folder\IMG\center_2019_01_22_18_03_06_718.jpg,F:\New folder\IMG\left_2019_01_22_18_03_06_718.jpg,F:\New folder\IMG\right_2019_01_22_18_03_06_718.jpg,0,1,0,30.10802
F:\New folder\IMG\center_2019_01_22_18_03_06_786.jpg,F:\New folder\IMG\left_2019_01_22_18_03_06_786.jpg,F:\New folder\IMG\right_2019_01_22_18_03_06_786.jpg,0,1,0,30.1441
F:\New folder\IMG\center_2019_01_22_18_03_06_852.jpg,F:\New folder\IMG\left_2019_01_22_18_03_06_852.jpg,F:\New folder\IMG\right_2019_01_22_18_03_06_852.jpg,0,1,0,30.16839
F:\New folder\IMG\center_2019_01_22_18_03_06_921.jpg,F:\New folder\IMG\left_2019_01_22_18_03_06_921.jpg,F:\New folder\IMG\right_2019_01_22_18_03_06_921.jpg,0,1,0,30.18914
F:\New folder\IMG\center_2019_01_22_18_03_06_994.jpg,F:\New folder\IMG\left_2019_01_22_18_03_06_994.jpg,F:\New folder\IMG\right_2019_01_22_18_03_06_994.jpg,0.1,1,0,30.19022
F:\New folder\IMG\center_2019_01_22_18_03_07_064.jpg,F:\New folder\IMG\left_2019_01_22_18_03_07_064.jpg,F:\New folder\IMG\right_2019_01_22_18_03_07_064.jpg,0.25,1,0,30.17872
F:\New folder\IMG\center_2019_01_22_18_03_07_131.jpg,F:\New folder\IMG\left_2019_01_22_18_03_07_131.jpg,F:\New folder\IMG\right_2019_01_22_18_03_07_131.jpg,0.4,1,0,30.16075
F:\New folder\IMG\center_2019_01_22_18_03_07_200.jpg,F:\New folder\IMG\left_2019_01_22_18_03_07_200.jpg,F:\New folder\IMG\right_2019_01_22_18_03_07_200.jpg,0.6000001,1,0,30.1351
F:\New folder\IMG\center_2019_01_22_18_03_07_268.jpg,F:\New folder\IMG\left_2019_01_22_18_03_07_268.jpg,F:\New folder\IMG\right_2019_01_22_18_03_07_268.jpg,0.7500002,1,0,30.11608
F:\New folder\IMG\center_2019_01_22_18_03_07_337.jpg,F:\New folder\IMG\left_2019_01_22_18_03_07_337.jpg,F:\New folder\IMG\right_2019_01_22_18_03_07_337.jpg,0.9500002,1,0,30.09767
F:\New folder\IMG\center_2019_01_22_18_03_07_406.jpg,F:\New folder\IMG\left_2019_01_22_18_03_07_406.jpg,F:\New folder\IMG\right_2019_01_22_18_03_07_406.jpg,0,1,0,30.16588
F:\New folder\IMG\center_2019_01_22_18_03_07_475.jpg,F:\New folder\IMG\left_2019_01_22_18_03_07_475.jpg,F:\New folder\IMG\right_2019_01_22_18_03_07_475.jpg,0,1,0,30.17745
F:\New folder\IMG\center_2019_01_22_18_03_07_544.jpg,F:\New folder\IMG\left_2019_01_22_18_03_07_544.jpg,F:\New folder\IMG\right_2019_01_22_18_03_07_544.jpg,0,1,0,30.18449
F:\New folder\IMG\center_2019_01_22_18_03_07_613.jpg,F:\New folder\IMG\left_2019_01_22_18_03_07_613.jpg,F:\New folder\IMG\right_2019_01_22_18_03_07_613.jpg,0,1,0,30.18912
F:\New folder\IMG\center_2019_01_22_18_03_07_688.jpg,F:\New folder\IMG\left_2019_01_22_18_03_07_688.jpg,F:\New folder\IMG\right_2019_01_22_18_03_07_688.jpg,0,1,0,30.19009
F:\New folder\IMG\center_2019_01_22_18_03_07_759.jpg,F:\New folder\IMG\left_2019_01_22_18_03_07_759.jpg,F:\New folder\IMG\right_2019_01_22_18_03_07_759.jpg,0,1,0,30.19005
F:\New folder\IMG\center_2019_01_22_18_03_07_828.jpg,F:\New folder\IMG\left_2019_01_22_18_03_07_828.jpg,F:\New folder\IMG\right_2019_01_22_18_03_07_828.jpg,0,1,0,30.19034
F:\New folder\IMG\center_2019_01_22_18_03_07_898.jpg,F:\New folder\IMG\left_2019_01_22_18_03_07_898.jpg,F:\New folder\IMG\right_2019_01_22_18_03_07_898.jpg,0,1,0,30.19033
F:\New folder\IMG\center_2019_01_22_18_03_07_966.jpg,F:\New folder\IMG\left_2019_01_22_18_03_07_966.jpg,F:\New folder\IMG\right_2019_01_22_18_03_07_966.jpg,0,1,0,30.19026
F:\New folder\IMG\center_2019_01_22_18_03_08_036.jpg,F:\New folder\IMG\left_2019_01_22_18_03_08_036.jpg,F:\New folder\IMG\right_2019_01_22_18_03_08_036.jpg,0,1,0,30.19025
F:\New folder\IMG\center_2019_01_22_18_03_08_104.jpg,F:\New folder\IMG\left_2019_01_22_18_03_08_104.jpg,F:\New folder\IMG\right_2019_01_22_18_03_08_104.jpg,0.05,1,0,30.18958
F:\New folder\IMG\center_2019_01_22_18_03_08_171.jpg,F:\New folder\IMG\left_2019_01_22_18_03_08_171.jpg,F:\New folder\IMG\right_2019_01_22_18_03_08_171.jpg,0.2,1,0,30.17972
F:\New folder\IMG\center_2019_01_22_18_03_08_240.jpg,F:\New folder\IMG\left_2019_01_22_18_03_08_240.jpg,F:\New folder\IMG\right_2019_01_22_18_03_08_240.jpg,0.4,1,0,30.15726
F:\New folder\IMG\center_2019_01_22_18_03_08_306.jpg,F:\New folder\IMG\left_2019_01_22_18_03_08_306.jpg,F:\New folder\IMG\right_2019_01_22_18_03_08_306.jpg,0.5500001,1,0,30.13912
F:\New folder\IMG\center_2019_01_22_18_03_08_376.jpg,F:\New folder\IMG\left_2019_01_22_18_03_08_376.jpg,F:\New folder\IMG\right_2019_01_22_18_03_08_376.jpg,0.7500002,1,0,30.11457
F:\New folder\IMG\center_2019_01_22_18_03_08_446.jpg,F:\New folder\IMG\left_2019_01_22_18_03_08_446.jpg,F:\New folder\IMG\right_2019_01_22_18_03_08_446.jpg,0.9000002,1,0,30.10101
F:\New folder\IMG\center_2019_01_22_18_03_08_517.jpg,F:\New folder\IMG\left_2019_01_22_18_03_08_517.jpg,F:\New folder\IMG\right_2019_01_22_18_03_08_517.jpg,0,1,0,30.17434
F:\New folder\IMG\center_2019_01_22_18_03_08_586.jpg,F:\New folder\IMG\left_2019_01_22_18_03_08_586.jpg,F:\New folder\IMG\right_2019_01_22_18_03_08_586.jpg,0,1,0,30.18542
F:\New folder\IMG\center_2019_01_22_18_03_08_653.jpg,F:\New folder\IMG\left_2019_01_22_18_03_08_653.jpg,F:\New folder\IMG\right_2019_01_22_18_03_08_653.jpg,0,1,0,30.1891
F:\New folder\IMG\center_2019_01_22_18_03_08_726.jpg,F:\New folder\IMG\left_2019_01_22_18_03_08_726.jpg,F:\New folder\IMG\right_2019_01_22_18_03_08_726.jpg,0,1,0,30.19013
F:\New folder\IMG\center_2019_01_22_18_03_08_797.jpg,F:\New folder\IMG\left_2019_01_22_18_03_08_797.jpg,F:\New folder\IMG\right_2019_01_22_18_03_08_797.jpg,0,1,0,30.19009
F:\New folder\IMG\center_2019_01_22_18_03_08_865.jpg,F:\New folder\IMG\left_2019_01_22_18_03_08_865.jpg,F:\New folder\IMG\right_2019_01_22_18_03_08_865.jpg,0,1,0,30.1902
F:\New folder\IMG\center_2019_01_22_18_03_08_933.jpg,F:\New folder\IMG\left_2019_01_22_18_03_08_933.jpg,F:\New folder\IMG\right_2019_01_22_18_03_08_933.jpg,0,1,0,30.19038
F:\New folder\IMG\center_2019_01_22_18_03_09_001.jpg,F:\New folder\IMG\left_2019_01_22_18_03_09_001.jpg,F:\New folder\IMG\right_2019_01_22_18_03_09_001.jpg,0,1,0,30.19034
F:\New folder\IMG\center_2019_01_22_18_03_09_071.jpg,F:\New folder\IMG\left_2019_01_22_18_03_09_071.jpg,F:\New folder\IMG\right_2019_01_22_18_03_09_071.jpg,0.15,1,0,30.18422
F:\New folder\IMG\center_2019_01_22_18_03_09_142.jpg,F:\New folder\IMG\left_2019_01_22_18_03_09_142.jpg,F:\New folder\IMG\right_2019_01_22_18_03_09_142.jpg,0.35,1,0,30.16335
F:\New folder\IMG\center_2019_01_22_18_03_09_210.jpg,F:\New folder\IMG\left_2019_01_22_18_03_09_210.jpg,F:\New folder\IMG\right_2019_01_22_18_03_09_210.jpg,0.5000001,1,0,30.14526
F:\New folder\IMG\center_2019_01_22_18_03_09_284.jpg,F:\New folder\IMG\left_2019_01_22_18_03_09_284.jpg,F:\New folder\IMG\right_2019_01_22_18_03_09_284.jpg,0,1,0,30.18086
F:\New folder\IMG\center_2019_01_22_18_03_09_352.jpg,F:\New folder\IMG\left_2019_01_22_18_03_09_352.jpg,F:\New folder\IMG\right_2019_01_22_18_03_09_352.jpg,0,1,0,30.1871
F:\New folder\IMG\center_2019_01_22_18_03_09_421.jpg,F:\New folder\IMG\left_2019_01_22_18_03_09_421.jpg,F:\New folder\IMG\right_2019_01_22_18_03_09_421.jpg,0,1,0,30.1898
F:\New folder\IMG\center_2019_01_22_18_03_09_488.jpg,F:\New folder\IMG\left_2019_01_22_18_03_09_488.jpg,F:\New folder\IMG\right_2019_01_22_18_03_09_488.jpg,0,1,0,30.19011
F:\New folder\IMG\center_2019_01_22_18_03_09_556.jpg,F:\New folder\IMG\left_2019_01_22_18_03_09_556.jpg,F:\New folder\IMG\right_2019_01_22_18_03_09_556.jpg,-0.2,1,0,30.17749
F:\New folder\IMG\center_2019_01_22_18_03_09_624.jpg,F:\New folder\IMG\left_2019_01_22_18_03_09_624.jpg,F:\New folder\IMG\right_2019_01_22_18_03_09_624.jpg,-0.35,1,0,30.16138
F:\New folder\IMG\center_2019_01_22_18_03_09_692.jpg,F:\New folder\IMG\left_2019_01_22_18_03_09_692.jpg,F:\New folder\IMG\right_2019_01_22_18_03_09_692.jpg,0,1,0,30.18799
F:\New folder\IMG\center_2019_01_22_18_03_09_767.jpg,F:\New folder\IMG\left_2019_01_22_18_03_09_767.jpg,F:\New folder\IMG\right_2019_01_22_18_03_09_767.jpg,0,1,0,30.18974
F:\New folder\IMG\center_2019_01_22_18_03_09_840.jpg,F:\New folder\IMG\left_2019_01_22_18_03_09_840.jpg,F:\New folder\IMG\right_2019_01_22_18_03_09_840.jpg,0.1,1,0,30.18614
